t_s,delta_road_rad,yaw_rate_meas_rads,yaw_rate_resid_rads,yaw_rate_pred_rads
1.74,-0.0109853,-0.0379972,-0.00251199,-0.03834756321049663
1.76,-0.0109853,-0.0375541,-0.00213701,-0.03827945455588337
1.78,-0.011088,-0.0376657,-0.00193224,-0.03859594995702405
1.8,-0.011088,-0.038396,-0.00268133,-0.038577072829522066
1.82,-0.011088,-0.0387568,-0.00311659,-0.03850264195080853
1.84,-0.011189,-0.0384032,-0.00245687,-0.03880875268891646
1.86,-0.0111906,-0.0392538,-0.00336351,-0.038752537513979855
1.88,-0.0112933,-0.0398683,-0.00363884,-0.03909178232285843
1.9,-0.0114009,-0.0412286,-0.00476113,-0.03932993775545986
1.92,-0.0116204,-0.0423486,-0.00519481,-0.04001621645948215
1.94,-0.0119228,-0.0438131,-0.00575554,-0.04092007591659871
1.96,-0.012241,-0.0446462,-0.00564083,-0.04186765083298467
1.98,-0.0126645,-0.0454712,-0.00515344,-0.043180071999192916
2.0,-0.0130487,-0.0464196,-0.00492501,-0.04435696247792934
2.02,-0.0134868,-0.0477095,-0.00489835,-0.04567357361957414
2.04,-0.0138708,-0.0482,-0.00420516,-0.04685705174240216
2.06,-0.0143108,-0.0481609,-0.00277452,-0.04824863596415689
2.08,-0.0146253,-0.0477091,-0.00136984,-0.04920150145652332
2.1,-0.0149044,-0.0474,-0.000239801,-0.050022499749668534
2.12,-0.015092,-0.0474,0.000323128,-0.05058558757456242
2.14,-0.0150941,-0.0474084,0.00025614,-0.05052681974386317
2.16,-0.0152973,-0.0480728,0.000223711,-0.051158949807199185
2.18,-0.0154238,-0.0489393,-0.000340653,-0.0514610097234122
2.2,-0.0155108,-0.0498476,-0.00103066,-0.051679349823488006
2.22,-0.0157264,-0.0508,-0.00143953,-0.05222287653160636
2.24,-0.0159133,-0.0513313,-0.00147573,-0.052717918870737776
2.26,-0.0161363,-0.0538415,-0.00344603,-0.053257689447427536
2.28,-0.0162423,-0.055923,-0.00526978,-0.053515416542961755
2.3,-0.016324,-0.0577703,-0.0070155,-0.05361728135589044
2.32,-0.0164266,-0.0598656,-0.0088479,-0.05387996942523582
2.34,-0.0164395,-0.05945,-0.00855229,-0.05376014951250813
2.36,-0.0165475,-0.0570231,-0.00589485,-0.05399071054779948
2.38,-0.016632,-0.0562866,-0.00507709,-0.05407202106738943
2.4,-0.0167434,-0.0569828,-0.00552911,-0.05431592706659519
2.42,-0.0172023,-0.0553037,-0.00252846,-0.055637586241877514
2.44,-0.0177893,-0.0529591,0.00149772,-0.057319106198621524
2.46,-0.0187568,-0.0521722,0.00532153,-0.06035612253060072
2.48,-0.0198044,-0.0520721,0.00872368,-0.06365800800639639
2.5,-0.0207647,-0.0560366,0.00754789,-0.06644676649830276
2.52,-0.0218534,-0.0580462,0.00886431,-0.06977290947628186
2.54,-0.02281,-0.0658508,0.00388749,-0.07260074719436567
2.56,-0.023566,-0.0685597,0.00325254,-0.074674564348257
2.58,-0.0241754,-0.0723801,0.00124171,-0.07648423907802411
2.6,-0.0244338,-0.0747906,-0.000602677,-0.07705025265508984
2.62,-0.0245373,-0.076288,-0.00251328,-0.07663716722541118
2.64,-0.0245373,-0.0780019,-0.00498706,-0.07587729583535475
2.66,-0.0245373,-0.078779,-0.00619555,-0.07544583298090772
2.68,-0.0245373,-0.0795101,-0.00723734,-0.07513518959523362
2.7,-0.0245543,-0.0787002,-0.00717323,-0.0743892466912159
2.72,-0.0248801,-0.0777017,-0.00528072,-0.07528340276880155
2.74,-0.0254841,-0.0808151,-0.00631613,-0.07736124131682594
2.76,-0.0265671,-0.0814771,-0.0041183,-0.0802212761053684
2.78,-0.0279441,-0.0824338,-0.00135438,-0.08394177536683516
2.8,-0.0292526,-0.0837877,0.00111521,-0.08776539494706262
2.82,-0.0308539,-0.0863744,0.00308961,-0.09232622355001234
2.84,-0.0320306,-0.0877983,0.00478568,-0.09544636257427984
2.86,-0.0331278,-0.0902359,0.00528198,-0.09838031097369339
2.88,-0.0339412,-0.0937583,0.00340136,-0.1000218979770171
2.9,-0.0344084,-0.0990856,-0.00120441,-0.10074354204223075
2.92,-0.034736,-0.101972,-0.00351355,-0.1013211391748614
2.94,-0.0350224,-0.106205,-0.00740145,-0.10166558061493311
2.96,-0.0353173,-0.109009,-0.00969302,-0.10217876900441233
2.98,-0.0354199,-0.111512,-0.0121062,-0.10226779746543127
3.0,-0.0354199,-0.113791,-0.0150554,-0.10159769651658207
3.02,-0.0354199,-0.113559,-0.015357,-0.10106451323458084
3.04,-0.0354293,-0.113192,-0.0152538,-0.1008005344507838
3.06,-0.0356443,-0.112926,-0.0149777,-0.10081028503393935
3.08,-0.0358729,-0.112159,-0.0140772,-0.10094385074279985
3.1,-0.0362598,-0.111384,-0.0125894,-0.10165675271854822
3.12,-0.0369105,-0.110627,-0.0105471,-0.10294257148292171
3.14,-0.0374917,-0.109611,-0.00818807,-0.10428511028265082
3.16,-0.0382362,-0.110058,-0.00707346,-0.10584635586143656
3.18,-0.0388816,-0.110872,-0.00673928,-0.10699479061115813
3.2,-0.0395304,-0.112605,-0.00727367,-0.1081940837298882
3.22,-0.0401089,-0.11329,-0.00687259,-0.10927939484636039
3.24,-0.0405547,-0.114201,-0.00704167,-0.11002195054780936
3.26,-0.0408998,-0.114675,-0.00719225,-0.1103452723695238
3.28,-0.0410888,-0.11626,-0.008915,-0.11020709795952692
3.3,-0.0412885,-0.118329,-0.0108439,-0.11034771458142206
3.32,-0.0413929,-0.118984,-0.0116673,-0.11017940896177529
3.34,-0.0414772,-0.1188,-0.0114838,-0.11017847553526076
3.36,-0.0414965,-0.1188,-0.0119114,-0.10975092927585961
3.38,-0.0416024,-0.1188,-0.0122757,-0.10938665624323338
3.4,-0.0416881,-0.11819,-0.0117716,-0.10928092527298831
3.42,-0.0417852,-0.118017,-0.0119072,-0.10897157681778621
3.44,-0.0418937,-0.118815,-0.012729,-0.10894848935071072
3.46,-0.0421083,-0.120028,-0.0139331,-0.10895713628855373
3.48,-0.042335,-0.120344,-0.0142423,-0.10896401040812895
3.5,-0.0427365,-0.119347,-0.0127621,-0.10944712905234164
3.52,-0.0431895,-0.118883,-0.0114545,-0.11029039307347525
3.54,-0.0436317,-0.1188,-0.0104877,-0.11117456920576642
3.56,-0.0443022,-0.117931,-0.00873643,-0.11205722809488249
3.58,-0.0449042,-0.117162,-0.0070058,-0.11301881994504102
3.6,-0.0454021,-0.116354,-0.00560265,-0.11361370102352651
3.62,-0.0461505,-0.114949,-0.0029777,-0.11483347985026217
3.64,-0.0467237,-0.114641,-0.00152439,-0.11597877984111421
3.66,-0.0472898,-0.116564,-0.0024825,-0.11694420469506199
3.68,-0.0477929,-0.117861,-0.00318842,-0.11753540902771306
3.7,-0.0483694,-0.12007,-0.00481034,-0.11812233659331117
3.72,-0.0490235,-0.123532,-0.00714036,-0.11925418244021148
3.74,-0.0497087,-0.126918,-0.00920611,-0.12057405008907006
3.76,-0.0504698,-0.130548,-0.0115245,-0.1218854441023881
3.78,-0.0514073,-0.13249,-0.011816,-0.1235367215583591
3.8,-0.0522755,-0.134427,-0.0124758,-0.1248132267005581
3.82,-0.0532632,-0.1352,-0.0115413,-0.1265210334645843
3.84,-0.0542288,-0.1352,-0.00954013,-0.12852233227160856
3.86,-0.0554202,-0.135232,-0.00750689,-0.13058795293916756
3.88,-0.0565584,-0.136486,-0.00666801,-0.13268066187992453
3.9,-0.05758,-0.139369,-0.00773387,-0.1344975158307846
3.92,-0.0589753,-0.141733,-0.0076166,-0.13697898041922127
3.94,-0.0600714,-0.143811,-0.00804364,-0.13863005452423652
3.96,-0.0613867,-0.145311,-0.00680586,-0.14136732364542162
3.98,-0.0624575,-0.148722,-0.00858862,-0.14299568677152116
4.0,-0.0633401,-0.154558,-0.013382,-0.14403812477629313
4.02,-0.0643342,-0.160064,-0.0172407,-0.14568605626572065
4.04,-0.0651316,-0.16394,-0.0201305,-0.14667200443271572
4.06,-0.0659835,-0.166175,-0.0211272,-0.14790958662490783
4.08,-0.0668127,-0.16891,-0.0227642,-0.14900809801854034
4.1,-0.0676228,-0.170573,-0.0231111,-0.15032452353480757
4.12,-0.068546,-0.170244,-0.0217534,-0.15135283248009773
4.14,-0.0690983,-0.170391,-0.0215688,-0.15168425869460178
4.16,-0.0697454,-0.167996,-0.0181111,-0.15274745987684898
4.18,-0.07004,-0.165748,-0.0161087,-0.15250170439833802
4.2,-0.0702238,-0.163769,-0.0147022,-0.1519289862747995
4.22,-0.0703265,-0.163331,-0.0148774,-0.15131604393497022
4.24,-0.0703265,-0.162588,-0.0149376,-0.15051246869926904
4.26,-0.0703426,-0.162106,-0.0152803,-0.14968784216209113
4.28,-0.070674,-0.160923,-0.0138487,-0.1499370519553386
4.3,-0.0712266,-0.159477,-0.0120258,-0.15031383898508438
4.32,-0.0722791,-0.157925,-0.00907603,-0.15171165324088257
4.34,-0.0735416,-0.156391,-0.00546101,-0.15379231363054024
4.36,-0.0752,-0.156857,-0.00354644,-0.15617313452376072
4.38,-0.0768971,-0.160578,-0.00454446,-0.1588954253417693
4.4,-0.0784847,-0.165539,-0.00662862,-0.1617728574986772
4.42,-0.0803185,-0.170131,-0.00870225,-0.1642913025422735
4.44,-0.0818664,-0.173715,-0.00967566,-0.1669014408598877
4.46,-0.0833638,-0.177882,-0.0118055,-0.1689389598053874
4.48,-0.0847063,-0.181848,-0.0141236,-0.1705867522071895
4.5,-0.0858049,-0.184844,-0.0157808,-0.17192608917088859
4.52,-0.0866005,-0.18804,-0.0180716,-0.17283059386083377
4.54,-0.0871676,-0.1896,-0.0194224,-0.1730399374514764
4.56,-0.0874718,-0.189434,-0.0193808,-0.1729156667659567
4.58,-0.0875745,-0.18996,-0.0206128,-0.1722092292733713
4.6,-0.0877036,-0.189114,-0.0210241,-0.17095233961247264
4.62,-0.0883928,-0.187606,-0.0190997,-0.17136833829037762
4.64,-0.089371,-0.186167,-0.0161946,-0.1728346148553716
4.66,-0.0905466,-0.18679,-0.0154536,-0.1741987327808752
4.68,-0.0920122,-0.188905,-0.0157316,-0.17603580212962233
4.7,-0.0935141,-0.189946,-0.0147941,-0.17801456744827066
4.72,-0.0951234,-0.19308,-0.0160603,-0.17988239189500216
4.74,-0.0961982,-0.1956,-0.0172923,-0.18116952907571213
4.76,-0.0978726,-0.192976,-0.0128385,-0.18300002496378645
4.78,-0.0994244,-0.192888,-0.011031,-0.18471893579632467
4.8,-0.100525,-0.198492,-0.015128,-0.18622571419934386
4.82,-0.101614,-0.204011,-0.0196087,-0.18726387492859298
4.84,-0.102674,-0.206417,-0.0204402,-0.18883981982107687
4.86,-0.103805,-0.2086,-0.0211244,-0.190337569189809
4.88,-0.104956,-0.207341,-0.0187739,-0.19143003695436756
4.9,-0.10601,-0.206019,-0.0164327,-0.19244888240786193
4.92,-0.107314,-0.208466,-0.016714,-0.19461362327979817
4.94,-0.108516,-0.212193,-0.0190974,-0.19595824543093743
4.96,-0.110094,-0.215769,-0.0199878,-0.19864287386310725
4.98,-0.11166,-0.21776,-0.0196105,-0.20101192946215854
5.0,-0.113202,-0.218831,-0.0175844,-0.20410924756292653
5.02,-0.114932,-0.219947,-0.0168522,-0.20595722633977595
5.04,-0.11648,-0.222377,-0.016625,-0.20861506684833295
5.06,-0.11829,-0.227723,-0.0188973,-0.21168874346725597
5.08,-0.120048,-0.232157,-0.0209797,-0.21404025567231807
5.1,-0.121669,-0.236755,-0.0243378,-0.21527923731194268
5.12,-0.123357,-0.240863,-0.0250405,-0.2186845349451633
5.14,-0.124633,-0.242595,-0.0235785,-0.2218793562950335
5.16,-0.126166,-0.245071,-0.0205919,-0.2273423169918913
5.18,-0.127204,-0.244399,-0.0164441,-0.23081727394917056
5.2,-0.128039,-0.243191,-0.0129585,-0.23309414498601672
5.22,-0.128571,-0.242968,-0.0113126,-0.234517143661434
5.24,-0.128953,-0.243699,-0.0100178,-0.23654458682534896
5.26,-0.129052,-0.252193,-0.019618,-0.23543826671696994
5.28,-0.128949,-0.260612,-0.0324382,-0.23103590598039683
5.3,-0.128846,-0.26473,-0.0376188,-0.22997237040707721
5.32,-0.128846,-0.269934,-0.0378016,-0.23499383488776848
5.34,-0.128846,-0.27201,-0.039045,-0.23582662078262068
5.36,-0.128864,-0.273273,-0.042528,-0.2336074763216369
5.38,-0.128968,-0.275875,-0.0436099,-0.23512699239463225
5.4,-0.129156,-0.275998,-0.04229,-0.23657098361920265
5.42,-0.129381,-0.275883,-0.04097,-0.23777537867266876
5.44,-0.129661,-0.276393,-0.0380594,-0.24119667947458945
5.46,-0.130006,-0.27497,-0.033694,-0.24413874457142126
5.48,-0.13042,-0.2748,-0.0321072,-0.24555496920213674
5.5,-0.130705,-0.275087,-0.0323648,-0.24558346248961954
5.52,-0.130921,-0.276282,-0.0341364,-0.24500869822171134
5.54,-0.131002,-0.277039,-0.0341028,-0.24579827030341397
5.56,-0.130988,-0.278423,-0.0334677,-0.24781790006168924
5.58,-0.130883,-0.281965,-0.0346639,-0.25016420613296453
5.6,-0.130692,-0.28584,-0.037313,-0.2513888846987904
5.62,-0.130474,-0.2886,-0.0384752,-0.2529875679171759
5.64,-0.130284,-0.287793,-0.0386136,-0.2520426379750737
5.66,-0.130284,-0.287128,-0.0389758,-0.2510151538327506
5.68,-0.130284,-0.28607,-0.0359682,-0.2529647391284406
5.7,-0.130395,-0.284046,-0.0321492,-0.25475884738020754
5.72,-0.130509,-0.280082,-0.0266503,-0.25629326245372236
5.74,-0.130592,-0.2778,-0.0228487,-0.2578141334030485
5.76,-0.130592,-0.278982,-0.0231293,-0.25871555184064277
5.78,-0.130592,-0.281375,-0.0244594,-0.2597780636122993
5.8,-0.130592,-0.283192,-0.0258314,-0.2602234910824387
5.82,-0.130489,-0.28522,-0.0267776,-0.2613050216746415
5.84,-0.130489,-0.2872,-0.0282096,-0.26185256594876666
5.86,-0.130489,-0.291939,-0.0297112,-0.2650898939823695
5.88,-0.130386,-0.301351,-0.0386104,-0.26560254772515746
5.9,-0.130386,-0.308789,-0.0454188,-0.2662322702368589
5.92,-0.130386,-0.312347,-0.0445204,-0.2706882271584589
5.94,-0.130284,-0.313084,-0.043077,-0.2728698293591205
5.96,-0.130181,-0.311427,-0.0420531,-0.27223624986432615
5.98,-0.130181,-0.310111,-0.0401493,-0.2728241677514564
6.0,-0.130068,-0.309882,-0.0381561,-0.27458871938905344
6.02,-0.129851,-0.311773,-0.0414567,-0.2731784186843846
6.04,-0.129669,-0.312597,-0.0419063,-0.2735525786849506
6.06,-0.129668,-0.310593,-0.0385784,-0.274878061926154
6.08,-0.12977,-0.308167,-0.0332725,-0.27775613084068934
6.1,-0.129778,-0.303154,-0.0274221,-0.27859465202900274
6.12,-0.130116,-0.297616,-0.0228739,-0.27760368495690846
6.14,-0.130516,-0.296652,-0.0216711,-0.2778438609512678
6.16,-0.13105,-0.298804,-0.021197,-0.2804691214400567
6.18,-0.131695,-0.304245,-0.0226557,-0.28445306539403464
6.2,-0.132345,-0.307864,-0.0228137,-0.2879122782207486
6.22,-0.132679,-0.312096,-0.0246728,-0.29028564031189885
6.24,-0.133065,-0.317949,-0.0273574,-0.2934549630783876
6.26,-0.133261,-0.325033,-0.0333966,-0.2944990783540123
6.28,-0.133237,-0.330825,-0.0390461,-0.2946422138298139
6.3,-0.133055,-0.332802,-0.0398749,-0.29578862238365705
6.32,-0.132804,-0.336477,-0.0422934,-0.2970453030273693
6.34,-0.132439,-0.342205,-0.0460637,-0.29900320863054447
6.36,-0.131779,-0.345658,-0.0510406,-0.29747949493510056
6.38,-0.131156,-0.346099,-0.0513908,-0.2975708995479472
6.4,-0.130594,-0.34421,-0.0480957,-0.298976746676879
6.42,-0.129705,-0.339304,-0.0440063,-0.298159444860425
6.44,-0.129155,-0.337402,-0.0411937,-0.2990703153044254
6.46,-0.128501,-0.335726,-0.0382772,-0.30031249670433097
6.48,-0.12796,-0.335158,-0.036644,-0.3013764790340664
6.5,-0.127494,-0.334783,-0.0380872,-0.299558337325013
6.52,-0.127163,-0.334799,-0.0405407,-0.2971215314528544
6.54,-0.126777,-0.33702,-0.0426977,-0.2971848636002509
6.56,-0.126462,-0.340111,-0.0429794,-0.2999931941775734
6.58,-0.126159,-0.342341,-0.0447167,-0.30048672659802145
6.6,-0.12586,-0.343653,-0.0455896,-0.30092548548671877
6.62,-0.125521,-0.344321,-0.0454973,-0.30168723145966375
6.64,-0.125253,-0.342674,-0.0433358,-0.30220033240915545
6.66,-0.125115,-0.3408,-0.039379,-0.3042838727643676
6.68,-0.124698,-0.341761,-0.0408327,-0.30378963160355915
6.7,-0.124297,-0.342245,-0.0431281,-0.3019786432672118
6.72,-0.123784,-0.338801,-0.0381711,-0.3034916581978446
6.74,-0.123294,-0.334149,-0.0321541,-0.30485801340876784
6.76,-0.122589,-0.331162,-0.0317466,-0.302277612161135
6.78,-0.121669,-0.332119,-0.0340684,-0.30091332439543306
6.8,-0.121026,-0.333953,-0.0351607,-0.30165560686971954
6.82,-0.120337,-0.331412,-0.0335906,-0.30068322035815087
6.84,-0.119583,-0.32684,-0.0298441,-0.29985860807141496
6.86,-0.118709,-0.322326,-0.0263118,-0.29887602478742376
6.88,-0.117899,-0.322969,-0.0275246,-0.2983071848984148
6.9,-0.117208,-0.324453,-0.0293114,-0.29800302490418057
6.92,-0.116323,-0.326475,-0.0317963,-0.2975402477015367
6.94,-0.115464,-0.328417,-0.0348358,-0.29644340898020083
6.96,-0.114595,-0.329065,-0.0368965,-0.29503129335757255
6.98,-0.113696,-0.329725,-0.0373641,-0.2952219268594837
7.0,-0.113,-0.328317,-0.0363551,-0.29482360189478074
7.02,-0.111933,-0.326837,-0.0383559,-0.29134361046146895
7.04,-0.111051,-0.326483,-0.0381236,-0.2912223673084606
7.06,-0.11008,-0.322621,-0.0342734,-0.29120989918128687
7.08,-0.109163,-0.318277,-0.0317976,-0.2893406397597117
7.1,-0.108244,-0.3155,-0.0323757,-0.2859852388328082
7.12,-0.107423,-0.314767,-0.0325423,-0.28508637764840883
7.14,-0.106756,-0.314409,-0.0296615,-0.2876107215863392
7.16,-0.10599,-0.314558,-0.0302187,-0.28720181201487205
7.18,-0.105263,-0.314106,-0.0342658,-0.2827029012292418
7.2,-0.104614,-0.316417,-0.0391106,-0.2801689248660174
7.22,-0.103855,-0.322551,-0.0426361,-0.2827772172106031
7.24,-0.103355,-0.326659,-0.0456907,-0.2838315917612107
7.26,-0.102693,-0.3274,-0.0484858,-0.2817777903484786
7.28,-0.101987,-0.326393,-0.0498904,-0.2793660350789771
7.3,-0.101304,-0.32424,-0.0484918,-0.2786093516848942
7.32,-0.100532,-0.320367,-0.0465545,-0.2766742213688311
7.34,-0.0997482,-0.315511,-0.0428868,-0.275486721533007
7.36,-0.0986797,-0.308942,-0.0362806,-0.27552423364993317
7.38,-0.0977577,-0.30514,-0.0330421,-0.2749601336410311
7.4,-0.0967132,-0.302802,-0.034216,-0.27144871003081567
7.42,-0.0953478,-0.302314,-0.0388524,-0.2663243033379536
7.44,-0.0942521,-0.301801,-0.0419377,-0.26272609708098443
7.46,-0.0931502,-0.303435,-0.0436642,-0.26263256690236103
7.48,-0.0921857,-0.302713,-0.0456375,-0.25993799673867723
7.5,-0.0913176,-0.302364,-0.0479702,-0.2572559257489943
7.52,-0.0907192,-0.300904,-0.0451397,-0.2586270205487383
7.54,-0.0902372,-0.298155,-0.0425087,-0.25850847208324496
7.56,-0.0899154,-0.294882,-0.0395475,-0.258197042676184
7.58,-0.0896036,-0.292012,-0.0371627,-0.25771121119803425
7.6,-0.089418,-0.290991,-0.0352375,-0.2586160988983272
7.62,-0.0891993,-0.289758,-0.0330805,-0.2595391910616825
7.64,-0.0888988,-0.28634,-0.0295192,-0.25968281264446225
7.66,-0.0883561,-0.285277,-0.0292467,-0.2588929058775054
7.68,-0.0877119,-0.286532,-0.0313852,-0.2580093892615589
7.7,-0.0869118,-0.287868,-0.0342392,-0.25649123498000953
7.72,-0.0858282,-0.288721,-0.0368601,-0.2547236094333767
7.74,-0.0847543,-0.289638,-0.0398237,-0.2526762315645957
7.76,-0.0835827,-0.2904,-0.0444602,-0.24880211269863287
7.78,-0.0823323,-0.289753,-0.0468709,-0.24574401169061572
7.8,-0.0813054,-0.287181,-0.0466436,-0.24339995734228828
7.82,-0.0800436,-0.282459,-0.0444386,-0.2408825914623919
7.84,-0.0790532,-0.2776,-0.041547,-0.23891561712726087
7.86,-0.0777169,-0.270481,-0.0378785,-0.23546477475265473
7.88,-0.0762439,-0.266327,-0.0365086,-0.23268114332606418
7.9,-0.0745982,-0.263139,-0.0377138,-0.22828749653573446
7.92,-0.0723875,-0.260425,-0.0410616,-0.22222584307246748
7.94,-0.0701496,-0.258322,-0.0451953,-0.21598916613359168
7.96,-0.0673865,-0.255548,-0.0498744,-0.20853616807201897
7.98,-0.0646455,-0.250897,-0.0527895,-0.20097010346167057
8.0,-0.0621767,-0.243158,-0.0516664,-0.19435443034439254
8.02,-0.0592294,-0.239221,-0.0559558,-0.18612811979583035
8.04,-0.056842,-0.226741,-0.050182,-0.1794214385333714
8.06,-0.0538468,-0.220901,-0.0530501,-0.17071337501372413
8.08,-0.0510394,-0.211119,-0.0517916,-0.1621901311972775
8.1,-0.0485344,-0.200355,-0.0482905,-0.15492698615399117
8.12,-0.0458026,-0.194621,-0.0506612,-0.1468220471233227
8.14,-0.0435086,-0.179751,-0.0424409,-0.14017272281757034
8.16,-0.0413218,-0.173654,-0.0427942,-0.1337220128871742
8.18,-0.0396622,-0.163649,-0.037316,-0.12919503764386675
8.2,-0.0384226,-0.15537,-0.03246,-0.12577177869147105
8.22,-0.0372751,-0.14573,-0.0260667,-0.12252589277162303
8.24,-0.0363018,-0.136727,-0.0195187,-0.12007049462112603
8.26,-0.0352544,-0.134678,-0.0209633,-0.11657668322053312
8.28,-0.0341743,-0.133524,-0.0233756,-0.11301143059811683
8.3,-0.0331265,-0.131176,-0.0234595,-0.11057854725212674
8.32,-0.0318209,-0.1304,-0.0261529,-0.10710950787882043
8.34,-0.0304985,-0.130075,-0.0297836,-0.10315390864151106
8.36,-0.0292401,-0.127412,-0.0304045,-0.09987013564935542
8.38,-0.0275786,-0.121684,-0.0298721,-0.09467404448611097
8.4,-0.0262847,-0.115213,-0.0276219,-0.09045401510030959
8.42,-0.0243617,-0.105188,-0.0239738,-0.08407628869722303
8.44,-0.0230112,-0.0990622,-0.0216839,-0.08024038706806601
8.46,-0.0214605,-0.0931158,-0.0206974,-0.07528037564061801
8.48,-0.0201267,-0.0865469,-0.0184878,-0.07092124990868824
8.5,-0.019172,-0.0781302,-0.0129365,-0.06805579541862855
8.52,-0.018427,-0.0754559,-0.0125065,-0.06581214535459994
8.54,-0.0178505,-0.0699359,-0.00870696,-0.06409117827254975
8.56,-0.0175408,-0.0675053,-0.00712923,-0.0632385359617939
8.58,-0.0172295,-0.0645279,-0.00495153,-0.062438794759264
8.6,-0.0170426,-0.0629762,-0.00385281,-0.06198546477473189
8.62,-0.0169219,-0.0619649,-0.00301091,-0.061816202263504684
8.64,-0.0167346,-0.0618,-0.00314211,-0.06152025845773228
8.66,-0.0166141,-0.0617652,-0.00328154,-0.06134614898619734
8.68,-0.016381,-0.0614,-0.00338975,-0.0608729824216729
8.7,-0.0161184,-0.0616001,-0.0042778,-0.060184338125430205
8.72,-0.0156627,-0.061844,-0.00587248,-0.05883380040872285
8.74,-0.015196,-0.0621991,-0.00770568,-0.057355728715659644
8.76,-0.0144217,-0.0621648,-0.0102301,-0.054797134842911696
8.78,-0.013667,-0.0611802,-0.0116774,-0.05236526943000612
8.8,-0.0129459,-0.0596194,-0.0126542,-0.04982728232955249
8.82,-0.0120323,-0.0575594,-0.0136987,-0.04672310239371732
8.84,-0.0113585,-0.0527107,-0.0111392,-0.044433826773076834
8.86,-0.0105894,-0.0505004,-0.011616,-0.041746505519986335
8.88,-0.00990816,-0.0452722,-0.00868882,-0.03944572418595685
8.9,-0.00933427,-0.041567,-0.00697906,-0.03745021835046187
8.92,-0.00879366,-0.0395222,-0.00672854,-0.0356561359295122
8.94,-0.0084114,-0.0349786,-0.00351421,-0.03432692982344282
8.96,-0.00799048,-0.0334296,-0.00338312,-0.03290870892979641
8.98,-0.00765656,-0.0316539,-0.00274722,-0.03176900984657311
9.0,-0.00738311,-0.0297136,-0.00168128,-0.03089469240536432
9.02,-0.00716648,-0.0282273,-0.000919263,-0.03017038763399893
9.04,-0.0068706,-0.026393,-0.000127977,-0.02912739677672052
9.06,-0.0066553,-0.0264168,-0.000868773,-0.028410485243699476
9.08,-0.00634652,-0.0261634,-0.00168228,-0.027343586494555705
9.1,-0.00615542,-0.0251866,-0.00134282,-0.02670625495695242
9.12,-0.00581844,-0.0239276,-0.00129784,-0.025492140341641482
9.14,-0.00554059,-0.0219868,-0.000370036,-0.024479057077788885
9.16,-0.00520118,-0.0208,-0.000422772,-0.023239531066825254
9.18,-0.00480298,-0.0205356,-0.00163706,-0.021760884684982003
9.2,-0.00450855,-0.0191767,-0.00137097,-0.020668085347918384
9.22,-0.00429407,-0.0184953,-0.00148016,-0.019877434258490013
9.24,-0.00407845,-0.017145,-0.000916761,-0.019090695112074355
9.26,-0.00388307,-0.0160933,-0.000570087,-0.018385614051877337
9.28,-0.00367454,-0.0146965,5.23887e-05,-0.01761120261402059
9.3,-0.00348179,-0.0133923,0.000634204,-0.01688887814660566
9.32,-0.00326591,-0.0131244,8.13601e-05,-0.016068114767884237
9.34,-0.00307275,-0.0121718,0.000301355,-0.01533546274333854
9.36,-0.002855,-0.0113234,0.000317395,-0.01450312344633413
9.38,-0.00264521,-0.010059,0.000774053,-0.01369542951975092
9.4,-0.00256666,-0.00922141,0.00131683,-0.013400574685168422
9.42,-0.00244527,-0.00815247,0.00192653,-0.012941339073397947
9.44,-0.00236133,-0.00677841,0.00300208,-0.012642831724067218
9.46,-0.00236133,-0.00628138,0.0035391,-0.012682873118194334
9.48,-0.00225866,-0.0068,0.00262598,-0.012288350635518504
9.5,-0.00225449,-0.00659188,0.00284463,-0.012298827025436443
9.52,-0.00213794,-0.00596937,0.00302263,-0.011854336643078783
9.54,-0.00205333,-0.00539043,0.00327302,-0.01152579217505992
9.56,-0.00195066,-0.00492333,0.00334557,-0.011131239026014922
9.58,-0.001848,-0.004,0.00385473,-0.01071711721430361
9.6,-0.001848,-0.00420079,0.00367473,-0.010737925817079934
9.62,-0.00174533,-0.00435539,0.00311415,-0.010331905478867011
9.64,-0.00174533,-0.00400053,0.00348936,-0.010352259884253222
9.66,-0.00174533,-0.00376482,0.00375501,-0.010382206595626034
9.68,-0.00174533,-0.00403852,0.00350852,-0.010409404292478296
9.7,-0.00174533,-0.00458317,0.00298277,-0.010428296456098253
9.72,-0.00174533,-0.00376345,0.00383752,-0.010463331768817617
9.74,-0.00164266,-0.00402887,0.00314644,-0.010037668983860663
9.76,-0.00164266,-0.0046,0.00259547,-0.010057816909489299
9.78,-0.00164266,-0.0043606,0.00286314,-0.010086112083732795
9.8,-0.0016397,-0.004,0.00322619,-0.010088591029047574
9.82,-0.00154,-0.00353494,0.00327666,-0.009673980413545103
9.84,-0.00154,-0.00340769,0.00343211,-0.009702158720003302
9.86,-0.00154,-0.0034,0.00345613,-0.009718518652507422
9.88,-0.00154,-0.00343705,0.00344604,-0.00974545835208834
9.9,-0.00154,-0.00338672,0.00351651,-0.009765637322464082
9.92,-0.00143733,-0.003,0.00346242,-0.009324767083556725
9.94,-0.00132844,-0.00321213,0.00277375,-0.008848228452070252
9.96,-0.00121761,-0.0034,0.0021062,-0.00836858468719421
9.98,-0.00100858,-0.00336477,0.00120896,-0.007436094442186352
10.0,-0.000815437,-0.0032,0.000509989,-0.006572358338673928
