path,n,duration_s,v_mean,rmse_pred,rmse_null,rmse_imu
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000008f--9c36192793/9/sim.csv,2898,57.94,26.46075710835059,1.613693253004273,4.217748172182758,5.821838100771695
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/00000001--b3f79ef70c/45/sim.csv,2899,57.96,6.385266233252845,6.410920841003272,11.345134051028573,0.959199471751854
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/248/sim.csv,2897,57.92,8.396779254401105,6.583226206314175,1.805898776421366,0.9008948443722947
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/000000a0--30ae230164/29/sim.csv,2900,57.98,16.88816631034483,10.22534277683516,10.707691832298197,3.5075581823645003
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000042--c02c26948e/8/sim.csv,2899,57.96,16.40654642980338,13.244669593897962,1.9969414411863515,3.3345387923858874
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000016--fc495601a5/18/sim.csv,2897,57.92,15.489224017949603,11.382758480662478,10.447197465032616,4.275647319073053
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/00000068--0120152e40/2/sim.csv,2899,57.96,19.41845670541566,5.984964489845125,8.142396972360775,0.75869560651228
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/814cee3a16cab578/00000001--85d32ca40c/0/sim.csv,2973,59.44,9.562239455734948,4.509213116742158,5.4514534210367716,9.714328476545026
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/e353ed44ddfe5e54/000000a0--30ae230164/30/sim.csv,2899,57.96,5.229301527733702,5.61032924100321,8.054182634656256,3.458183752086026
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000002--997bd890f0/135/sim.csv,2900,57.98,24.129148379310344,9.69197270012278,3.4191827955758765,1.4836232154197972
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/d3c87dabe00b1184/00000021--91ad1e902f/4/sim.csv,2899,57.96,7.929218126733355,12.09601235556391,10.412159783811969,7.171764098722535
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/00000015--8c89a7e410/71/sim.csv,2899,57.96,32.05686019317006,5.059219154508555,1.6039517022764738,3.641065000010532
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000008--a904a1eff9/10/sim.csv,2899,57.96,5.458576152169713,7.227109737948627,9.32236562336193,1.1392843152876184
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/a5865b5a25a5f95b/00000007--a8d39ae337/26/sim.csv,2899,57.96,19.87249085891687,7.96855708925386,10.297307032791892,3.033891150085419
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/112bd787ceca718d/0000001d--8a5cbb31ce/16/sim.csv,2901,58.0,5.0333773611857975,3.3085963937063614,10.043792413487232,1.0601050091440478
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/42f08a29af3699f4/0000007f--c00f75ee4b/28/sim.csv,2899,57.96,0.0,0.0,0.0,0.0
./data/sim/segments/FORD_MUSTANG_MACH_E_MK1/782e2a95dc911de8/00000004--d11f059ada/234/sim.csv,2899,57.96,4.768130306484995,12.75650921402945,23.041911114011793,0.26824549960907607
